,bathroom,bedroom,buildingarea,car,date,distance,landsize,lattitude,longtitude,price,propertycount,rooms,type,yearbuilt
3667,3.0,3.0,207.0,2.0,2016-04-16,4.5,336.0,-37.7664,144.9797,1574000.0,5533.0,3,2,2007.0
3668,1.0,2.0,96.0,1.0,2016-07-16,4.5,0.0,-37.7786,144.9753,665000.0,5533.0,2,3,1940.0
3669,2.0,2.0,71.0,1.0,2016-09-17,4.5,0.0,-37.7753,144.9725,590000.0,5533.0,2,3,2014.0
3670,2.0,3.0,118.0,0.0,2016-11-19,4.5,326.0,-37.7776,144.9751,1679000.0,5533.0,3,2,1920.0
3671,3.0,3.0,151.0,2.0,2016-11-19,4.5,87.0,-37.7739,144.975,1050000.0,5533.0,3,4,1998.0
3672,1.0,3.0,116.0,1.0,2016-05-22,4.5,213.0,-37.7729,144.9724,825000.0,5533.0,3,2,1920.0
3673,1.0,3.0,118.0,2.0,2016-04-23,4.5,104.0,-37.7723,144.9761,998000.0,5533.0,3,2,2000.0
3674,2.0,3.0,133.0,1.0,2016-04-23,4.5,0.0,-37.774,144.9731,1010000.0,5533.0,3,4,2014.0
3675,1.0,3.0,122.0,1.0,2016-06-27,4.5,279.0,-37.7729,144.9722,1050000.0,5533.0,3,2,1900.0
3676,1.0,3.0,113.0,2.0,2016-11-27,4.5,812.0,-37.7673,144.9782,1600000.0,5533.0,3,2,1920.0
3677,2.0,3.0,135.0,2.0,2016-11-27,4.5,190.0,-37.7684,144.9739,1325000.0,5533.0,3,2,1940.0
3678,1.0,3.0,113.0,2.0,2016-07-30,4.5,308.0,-37.7713,144.9744,1335000.0,5533.0,3,2,1930.0
3679,1.0,2.0,114.0,1.0,2016-07-30,4.5,0.0,-37.7789,144.9739,805000.0,5533.0,3,4,2003.0
3680,1.0,2.0,119.0,2.0,2016-12-10,3.5,225.0,-37.8285,145.0125,1231010.0,438.0,2,2,1910.0
3681,1.0,2.0,94.0,1.0,2016-04-16,3.5,172.0,-37.8283,145.012,881000.0,438.0,2,2,1900.0
3682,1.0,2.0,77.0,1.0,2016-09-24,3.5,149.0,-37.8287,145.0089,1202500.0,438.0,2,2,1900.0
3683,1.0,3.0,102.0,0.0,2017-02-25,3.5,182.0,-37.8289,145.0089,1435000.0,438.0,3,2,1890.0
3684,2.0,2.0,109.0,1.0,2016-06-04,1.8,0.0,-37.8052,144.9604,860000.0,6786.0,3,3,1994.0
3685,2.0,2.0,106.0,2.0,2016-05-07,1.8,100.0,-37.7983,144.9655,1590000.0,6786.0,3,2,1900.0
3686,1.0,2.0,72.0,1.0,2016-05-07,1.8,0.0,-37.8009,144.9662,610250.0,6786.0,2,3,1994.0
3687,1.0,2.0,71.0,1.0,2016-05-07,1.8,117.0,-37.793,144.9728,720000.0,6786.0,2,2,1890.0
3688,1.0,2.0,81.0,0.0,2016-10-08,1.8,66.0,-37.8049,144.9644,840000.0,6786.0,2,2,1900.0
3689,1.0,2.0,70.0,1.0,2016-11-12,1.8,0.0,-37.7969,144.9669,705000.0,6786.0,2,3,2000.0
3690,2.0,4.0,195.0,0.0,2016-05-14,1.8,132.0,-37.801,144.9656,1630100.0,6786.0,4,2,1890.0
3691,2.0,2.0,65.0,1.0,2016-05-14,1.8,0.0,-37.7929,144.9705,500000.0,6786.0,2,3,2010.0
3692,1.0,2.0,60.0,0.0,2017-03-18,1.8,101.0,-37.7989,144.9713,1010000.0,6786.0,2,2,1880.0
3693,1.0,2.0,81.0,1.0,2016-06-18,1.8,144.0,-37.7984,144.9738,1170000.0,6786.0,2,2,1890.0
3694,2.0,2.0,67.0,1.0,2016-05-22,1.8,0.0,-37.7969,144.9742,600000.0,6786.0,2,3,2013.0
3695,1.0,4.0,139.0,0.0,2017-02-25,1.8,152.0,-37.7966,144.9709,1616000.0,6786.0,4,2,1890.0
3696,1.0,2.0,63.0,1.0,2016-05-28,1.8,0.0,-37.7986,144.9682,589000.0,6786.0,2,3,1999.0
3697,1.0,2.0,92.0,0.0,2016-08-28,1.8,128.0,-37.7996,144.9737,1117000.0,6786.0,2,2,1890.0
3698,2.0,2.0,150.0,2.0,2016-07-16,1.5,0.0,-37.8127,144.9847,1935000.0,3040.0,2,3,2010.0
3699,2.0,2.0,65.0,1.0,2016-08-22,1.5,0.0,-37.8153,144.9842,700000.0,3040.0,2,3,1970.0
3700,1.0,2.0,46.0,0.0,2016-05-28,1.5,0.0,-37.8136,144.9892,750000.0,3040.0,1,3,1930.0
3701,2.0,4.0,335.0,2.0,2016-06-04,9.8,505.0,-37.7518,144.8897,1422000.0,588.0,4,2,2013.0
3702,2.0,4.0,201.0,2.0,2016-12-10,9.8,740.0,-37.7517,144.8873,1345000.0,588.0,4,2,1950.0
3703,1.0,3.0,105.0,1.0,2016-11-12,9.8,556.0,-37.7537,144.8856,787500.0,588.0,3,2,1940.0
3704,2.0,4.0,160.0,1.0,2016-10-15,9.8,179.0,-37.7527,144.8824,652500.0,588.0,4,4,1995.0
3705,2.0,5.0,184.0,2.0,2016-07-16,9.8,616.0,-37.7497,144.8867,1300000.0,588.0,5,2,1950.0
3706,2.0,3.0,118.0,2.0,2016-06-18,9.8,0.0,-37.7532,144.8848,730000.0,588.0,3,4,2015.0
3707,2.0,5.0,316.0,2.0,2016-11-19,9.8,614.0,-37.75,144.8858,1300000.0,588.0,7,2,1970.0
3708,2.0,3.0,223.0,2.0,2016-09-24,9.8,356.0,-37.7493,144.8901,970000.0,588.0,3,4,2011.0
3709,1.0,3.0,192.0,1.0,2016-07-30,9.8,688.0,-37.7577,144.8892,1115000.0,588.0,3,2,1950.0
3710,1.0,2.0,79.0,1.0,2017-03-04,12.4,97.0,-37.7118,144.9689,333000.0,5070.0,2,3,1970.0
3711,2.0,3.0,138.0,1.0,2017-03-04,12.4,738.0,-37.7109,144.9654,455000.0,5070.0,3,4,2010.0
3712,1.0,2.0,100.0,1.0,2016-06-04,12.4,215.0,-37.7049,144.9638,378000.0,5070.0,2,2,1990.0
3713,1.0,0.0,103.0,1.0,2016-08-06,12.4,605.0,-37.6985,144.9615,585000.0,5070.0,3,2,1960.0
3714,1.0,3.0,112.0,2.0,2016-05-07,12.4,650.0,-37.7076,144.9753,615000.0,5070.0,3,2,1950.0
3715,1.0,3.0,101.0,1.0,2016-11-07,12.4,404.0,-37.7075,144.9678,526000.0,5070.0,3,2,1960.0
3716,1.0,3.0,94.0,1.0,2016-11-07,12.4,614.0,-37.7141,144.9677,540000.0,5070.0,3,2,1960.0
3717,2.0,4.0,164.0,3.0,2016-10-08,12.4,254.0,-37.7082,144.9725,540000.0,5070.0,4,2,1990.0
3718,1.0,3.0,88.0,2.0,2016-12-10,12.4,585.0,-37.695,144.9676,625000.0,5070.0,3,2,1960.0
3719,2.0,3.0,153.0,4.0,2016-12-10,12.4,587.0,-37.6996,144.9605,681000.0,5070.0,3,2,1970.0
3720,1.0,3.0,97.0,2.0,2016-12-10,12.4,720.0,-37.7043,144.9769,640000.0,5070.0,3,2,1950.0
3721,2.0,3.0,115.0,1.0,2016-12-10,12.4,603.0,-37.7194,144.9678,783000.0,5070.0,3,2,1940.0
3722,2.0,4.0,116.0,2.0,2017-03-11,12.4,567.0,-37.7102,144.9703,635000.0,5070.0,4,2,1950.0
3723,1.0,2.0,114.0,2.0,2016-08-13,12.4,640.0,-37.7038,144.9638,619000.0,5070.0,2,2,1970.0
3724,1.0,3.0,112.0,1.0,2016-10-15,12.4,314.0,-37.7066,144.9733,460000.0,5070.0,3,4,1970.0
3725,6.0,9.0,103.0,2.0,2016-09-17,12.4,592.0,-37.712,144.9719,751000.0,5070.0,3,2,1960.0
3726,1.0,3.0,120.0,4.0,2016-09-17,12.4,528.0,-37.6989,144.9779,609000.0,5070.0,3,2,1965.0
3727,1.0,4.0,135.0,2.0,2017-03-18,12.4,0.0,-37.7106,144.9682,752500.0,5070.0,4,2,1950.0
3728,1.0,3.0,97.0,3.0,2017-03-18,12.4,602.0,-37.7144,144.9737,650000.0,5070.0,3,2,1950.0
3729,2.0,4.0,219.0,1.0,2016-06-18,12.4,613.0,-37.7034,144.9666,750000.0,5070.0,4,2,1970.0
3730,1.0,3.0,103.0,1.0,2016-05-22,12.4,609.0,-37.7083,144.9644,527000.0,5070.0,3,2,1960.0
3731,1.0,3.0,107.0,1.0,2016-05-22,12.4,599.0,-37.7071,144.9666,515000.0,5070.0,3,2,1960.0
3732,1.0,3.0,114.0,1.0,2016-04-23,12.4,540.0,-37.6973,144.962,617000.0,5070.0,3,2,1960.0
3733,2.0,4.0,120.0,3.0,2016-09-24,12.4,209.0,-37.7172,144.968,540000.0,5070.0,4,3,1960.0
3734,2.0,3.0,133.0,2.0,2016-09-24,12.4,297.0,-37.6994,144.9686,631000.0,5070.0,3,2,2012.0
3735,1.0,3.0,135.0,4.0,2017-02-25,12.4,533.0,-37.6985,144.9778,640000.0,5070.0,3,2,1965.0
3736,1.0,2.0,109.0,2.0,2016-06-27,12.4,621.0,-37.7164,144.9666,575000.0,5070.0,2,2,1960.0
3737,2.0,4.0,136.0,2.0,2016-06-27,12.4,374.0,-37.7056,144.9671,562000.0,5070.0,4,2,2005.0
3738,1.0,3.0,190.0,2.0,2016-06-27,12.4,604.0,-37.6978,144.9686,620000.0,5070.0,3,2,1970.0
3739,1.0,3.0,113.0,1.0,2016-11-27,12.4,592.0,-37.6968,144.9674,652500.0,5070.0,3,2,1960.0
3740,2.0,4.0,338.0,2.0,2016-05-28,12.4,607.0,-37.716,144.9663,1010000.0,5070.0,4,2,2015.0
3741,1.0,3.0,107.0,1.0,2016-08-28,12.4,208.0,-37.7092,144.9695,492000.0,5070.0,3,4,2011.0
3742,2.0,3.0,91.0,1.0,2016-07-30,12.4,195.0,-37.7062,144.9688,422500.0,5070.0,3,3,2000.0
3743,2.0,3.0,120.0,2.0,2017-03-04,7.5,431.0,-37.8269,145.0496,1865000.0,6482.0,3,2,1950.0
3744,3.0,5.0,203.0,2.0,2016-08-06,7.5,431.0,-37.825,145.0536,1700000.0,6482.0,5,2,1920.0
3745,2.0,3.0,176.0,2.0,2016-05-07,7.5,466.0,-37.8305,145.0475,1450000.0,6482.0,3,2,1915.0
3746,2.0,3.0,169.0,2.0,2016-10-08,7.5,94.0,-37.8302,145.0525,1110000.0,6482.0,3,4,2005.0
3747,2.0,3.0,232.0,2.0,2016-09-10,7.5,640.0,-37.826,145.0498,3100000.0,6482.0,4,2,1907.0
3748,1.0,2.0,69.0,1.0,2016-09-10,7.5,0.0,-37.8318,145.0448,555000.0,6482.0,2,3,1970.0
3749,2.0,3.0,228.0,1.0,2016-09-10,7.5,646.0,-37.8337,145.0469,1700000.0,6482.0,3,2,1980.0
3750,1.0,2.0,102.0,2.0,2016-12-10,7.5,390.0,-37.8322,145.0486,1585000.0,6482.0,2,2,1935.0
3751,2.0,3.0,107.0,1.0,2016-12-10,7.5,144.0,-37.8435,145.0497,935000.0,6482.0,3,3,1975.0
3752,1.0,2.0,55.0,1.0,2016-12-10,7.5,0.0,-37.8278,145.0565,460000.0,6482.0,2,3,1967.0
3753,1.0,4.0,171.0,2.0,2016-11-12,7.5,764.0,-37.8374,145.0486,2800000.0,6482.0,4,2,1940.0
3754,1.0,2.0,60.0,1.0,2016-08-13,7.5,0.0,-37.8254,145.047,573000.0,6482.0,2,3,1970.0
3755,1.0,2.0,110.0,1.0,2016-08-13,7.5,0.0,-37.8233,145.0575,680000.0,6482.0,2,3,1945.0
3756,2.0,5.0,319.0,2.0,2016-05-14,7.5,452.0,-37.8223,145.0494,2250000.0,6482.0,5,2,1902.0
3757,2.0,4.0,166.0,2.0,2016-10-15,7.5,457.0,-37.8332,145.0461,2381000.0,6482.0,4,2,1900.0
3758,3.0,4.0,241.0,2.0,2016-10-15,7.5,324.0,-37.8348,145.0503,1738000.0,6482.0,4,4,2002.0
3759,1.0,2.0,95.0,1.0,2016-04-16,7.5,0.0,-37.8414,145.0505,735000.0,6482.0,3,3,1970.0
3760,1.0,3.0,130.0,2.0,2016-09-17,7.5,362.0,-37.8337,145.0504,1420000.0,6482.0,3,2,1910.0
3761,1.0,1.0,60.0,1.0,2016-09-17,7.5,0.0,-37.8339,145.0548,400000.0,6482.0,2,3,1965.0
3762,1.0,2.0,70.0,0.0,2016-09-17,7.5,229.0,-37.8265,145.0484,1335000.0,6482.0,2,2,1900.0
3763,2.0,3.0,120.0,2.0,2016-09-17,7.5,431.0,-37.8269,145.0496,1825000.0,6482.0,3,2,1950.0
3764,1.0,2.0,99.0,1.0,2017-03-18,7.5,150.0,-37.844,145.0496,840000.0,6482.0,2,3,1969.0
3765,2.0,4.0,360.0,2.0,2016-06-18,7.5,1250.0,-37.8245,145.0524,3500000.0,6482.0,5,2,2000.0
3766,1.0,2.0,68.0,1.0,2016-06-18,7.5,0.0,-37.8245,145.0527,444000.0,6482.0,2,3,1970.0
3767,2.0,3.0,162.0,1.0,2016-06-18,7.5,213.0,-37.8302,145.0542,1320000.0,6482.0,3,2,1890.0
3768,1.0,3.0,173.0,2.0,2016-06-18,7.5,477.0,-37.8257,145.0514,1890000.0,6482.0,3,2,1880.0
3769,2.0,4.0,172.0,1.0,2016-11-19,7.5,697.0,-37.8307,145.0498,2450000.0,6482.0,4,2,1905.0
3770,2.0,3.0,181.0,2.0,2016-11-19,7.5,289.0,-37.8451,145.0525,1590000.0,6482.0,3,4,2010.0
3771,3.0,3.0,316.0,2.0,2016-05-22,7.5,523.0,-37.8319,145.0503,2450000.0,6482.0,4,2,1955.0
3772,1.0,2.0,90.0,1.0,2016-08-22,7.5,172.0,-37.8437,145.0536,706000.0,6482.0,2,3,1960.0
3773,3.0,5.0,240.0,3.0,2016-08-22,7.5,757.0,-37.8176,145.0548,2500000.0,6482.0,5,2,1925.0
3774,2.0,4.0,220.0,2.0,2016-08-22,7.5,556.0,-37.8204,145.0516,2350000.0,6482.0,4,2,1900.0
3775,1.0,2.0,113.0,2.0,2016-08-22,7.5,326.0,-37.8373,145.0455,1385000.0,6482.0,2,2,1940.0
3776,1.0,2.0,69.0,1.0,2016-04-23,7.5,1153.0,-37.8227,145.0528,655250.0,6482.0,2,3,1970.0
3777,2.0,6.0,198.0,0.0,2016-09-24,7.5,350.0,-37.8219,145.0556,1666000.0,6482.0,6,2,1900.0
3778,1.0,1.0,58.0,1.0,2017-02-25,7.5,2276.0,-37.8343,145.0547,430000.0,6482.0,1,3,1950.0
3779,1.0,2.0,78.0,1.0,2016-06-27,7.5,0.0,-37.839,145.0459,505000.0,6482.0,2,3,1965.0
3780,1.0,3.0,115.0,1.0,2016-11-27,7.5,354.0,-37.8225,145.0551,1650000.0,6482.0,3,2,1900.0
3781,1.0,1.0,44.0,0.0,2016-05-28,7.5,917.0,-37.8338,145.0545,371000.0,6482.0,1,3,1970.0
3782,2.0,3.0,115.0,1.0,2016-05-28,7.5,255.0,-37.8266,145.0493,1625000.0,6482.0,3,2,1890.0
3783,1.0,3.0,120.0,1.0,2016-07-30,7.5,211.0,-37.8204,145.0489,975000.0,6482.0,3,2,1990.0
3784,1.0,2.0,69.0,1.0,2016-12-03,10.6,132.0,-37.7519,145.0687,546500.0,2890.0,2,3,1972.0
3785,1.0,3.0,136.0,1.0,2016-08-06,10.6,858.0,-37.7504,145.0643,1220000.0,2890.0,3,2,1960.0
3786,1.0,2.0,123.0,2.0,2016-08-06,10.6,235.0,-37.7519,145.0696,550000.0,2890.0,3,4,1990.0
3787,1.0,2.0,110.0,1.0,2016-08-06,10.6,182.0,-37.7587,145.0657,705000.0,2890.0,2,4,1973.0
3788,1.0,2.0,89.0,1.0,2016-12-10,10.6,187.0,-37.7518,145.0698,490000.0,2890.0,2,2,1980.0
3789,1.0,3.0,190.0,2.0,2016-11-12,10.6,600.0,-37.752,145.0722,1110000.0,2890.0,3,2,1950.0
3790,1.0,2.0,97.0,2.0,2016-11-12,10.6,153.0,-37.7538,145.0695,540000.0,2890.0,2,3,1972.0
3791,1.0,3.0,140.0,2.0,2016-04-16,10.6,577.0,-37.7494,145.0703,750000.0,2890.0,3,2,1955.0
3792,2.0,5.0,222.0,2.0,2016-11-19,10.6,580.0,-37.7539,145.0577,1401000.0,2890.0,5,2,1940.0
3793,1.0,3.0,159.0,1.0,2016-09-24,10.6,662.0,-37.7507,145.062,1195000.0,2890.0,3,2,1950.0
3794,1.0,2.0,88.0,1.0,2017-02-25,10.6,110.0,-37.7489,145.07,690000.0,2890.0,2,4,2010.0
3795,1.0,3.0,115.0,1.0,2017-02-25,10.6,639.0,-37.7502,145.0605,1375000.0,2890.0,3,2,1965.0
3796,1.0,3.0,109.0,1.0,2016-11-27,10.6,827.0,-37.748,145.0625,1400000.0,2890.0,3,2,1952.0
3797,1.0,2.0,68.0,2.0,2016-05-28,10.6,247.0,-37.7502,145.069,475000.0,2890.0,2,3,1974.0
3798,3.0,5.0,357.0,2.0,2016-07-30,10.6,649.0,-37.7501,145.0822,1030000.0,2890.0,3,2,2017.0
3799,1.0,3.0,125.0,2.0,2016-07-30,10.6,0.0,-37.7502,145.0718,1125000.0,2890.0,3,2,1950.0
3800,4.0,5.0,405.0,2.0,2016-12-03,9.0,2064.0,-37.7769,145.0605,3850000.0,1554.0,5,2,1951.0
3801,1.0,3.0,117.0,1.0,2016-08-06,9.0,624.0,-37.7741,145.0506,1605000.0,1554.0,3,2,1950.0
3802,1.0,2.0,65.0,1.0,2016-08-06,9.0,1473.0,-37.7713,145.0499,470000.0,1554.0,2,3,1960.0
3803,3.0,4.0,249.0,3.0,2016-11-07,9.0,948.0,-37.7759,145.063,1740000.0,1554.0,4,2,1960.0
3804,2.0,4.0,315.0,2.0,2016-10-08,9.0,830.0,-37.7679,145.0673,1660000.0,1554.0,4,2,1950.0
3805,2.0,4.0,247.0,2.0,2016-11-12,9.0,1004.0,-37.7689,145.0665,2200000.0,1554.0,4,2,1935.0
3806,3.0,4.0,318.0,2.0,2016-06-18,9.0,583.0,-37.7719,145.0582,1875000.0,1554.0,4,2,1975.0
3807,3.0,4.0,250.0,3.0,2016-05-22,9.0,826.0,-37.7793,145.0654,1797000.0,1554.0,5,2,1955.0
3808,2.0,3.0,165.0,1.0,2016-08-22,9.0,180.0,-37.772,145.0538,1050000.0,1554.0,3,4,2012.0
3809,1.0,3.0,121.0,0.0,2017-03-04,14.5,610.0,-37.6885,144.9092,551000.0,851.0,3,2,1955.0
3810,1.0,3.0,110.0,2.0,2016-05-07,14.5,600.0,-37.6866,144.9086,350000.0,851.0,3,2,1950.0
3811,1.0,3.0,90.0,2.0,2016-04-16,14.5,650.0,-37.687,144.9084,425000.0,851.0,3,2,1975.0
3812,1.0,3.0,173.0,2.0,2016-05-22,14.5,647.0,-37.6904,144.9121,600000.0,851.0,3,2,1960.0
3813,1.0,3.0,92.0,1.0,2016-09-24,14.5,601.0,-37.6889,144.9109,460000.0,851.0,3,2,1960.0
3814,1.0,3.0,93.0,3.0,2017-02-25,14.5,624.0,-37.6862,144.913,611000.0,851.0,3,2,1966.0
3815,1.0,3.0,92.0,2.0,2016-11-27,14.5,598.0,-37.6878,144.9112,495000.0,851.0,3,2,1965.0
3816,1.0,2.0,88.0,2.0,2016-05-28,14.5,729.0,-37.6909,144.9136,472500.0,851.0,2,2,1960.0
3817,2.0,3.0,110.0,1.0,2016-12-03,12.4,218.0,-37.7133,145.0374,480000.0,1414.0,3,3,2004.0
3818,1.0,2.0,165.0,1.0,2016-10-08,12.4,907.0,-37.7143,145.039,980000.0,1414.0,3,2,1960.0
3819,1.0,4.0,120.0,1.0,2016-11-12,12.4,465.0,-37.7126,145.03,610000.0,1414.0,4,2,1970.0
3820,2.0,3.0,153.0,1.0,2016-08-28,12.4,468.0,-37.7125,145.0306,607500.0,1414.0,3,2,1970.0
3821,2.0,2.0,179.0,1.0,2016-12-03,7.8,180.0,-37.8115,144.8763,677200.0,1808.0,2,2,2011.0
3822,2.0,2.0,123.0,2.0,2016-06-04,7.8,269.0,-37.8108,144.8819,1155000.0,1808.0,3,2,1915.0
3823,1.0,2.0,105.0,1.0,2016-08-06,7.8,259.0,-37.8046,144.8831,817000.0,1808.0,3,2,1940.0
3824,2.0,3.0,145.0,2.0,2016-08-06,7.8,275.0,-37.8118,144.8801,1035000.0,1808.0,3,2,1920.0
3825,1.0,2.0,89.0,1.0,2016-05-07,7.8,224.0,-37.8083,144.8841,677500.0,1808.0,2,2,1915.0
3826,1.0,3.0,114.0,1.0,2016-12-10,7.8,350.0,-37.8123,144.8805,760000.0,1808.0,3,2,1950.0
3827,2.0,2.0,130.0,0.0,2016-11-12,7.8,84.0,-37.8058,144.8846,730000.0,1808.0,2,2,1900.0
3828,1.0,2.0,74.0,1.0,2016-10-15,7.8,117.0,-37.8083,144.8775,440000.0,1808.0,2,3,2008.0
3829,1.0,2.0,219.0,1.0,2016-09-17,7.8,220.0,-37.8068,144.8782,685000.0,1808.0,2,2,1890.0
3830,1.0,1.0,36.0,1.0,2017-03-18,7.8,0.0,-37.81,144.8786,210000.0,1808.0,1,3,1970.0
3831,2.0,3.0,132.0,0.0,2016-11-19,7.8,272.0,-37.8079,144.8825,1340000.0,1808.0,3,2,1915.0
3832,2.0,4.0,4.0,1.0,2016-11-19,7.8,276.0,-37.8039,144.8849,925000.0,1808.0,4,2,1948.0
3833,2.0,4.0,172.0,1.0,2016-09-24,7.8,274.0,-37.8078,144.8825,1275000.0,1808.0,4,2,1910.0
3834,1.0,3.0,100.0,1.0,2016-09-24,7.8,275.0,-37.8085,144.8802,925000.0,1808.0,3,2,1920.0
3835,2.0,3.0,109.0,1.0,2016-07-26,7.8,343.0,-37.8066,144.8811,1336000.0,1808.0,4,2,1920.0
3836,1.0,1.0,38.0,1.0,2016-07-30,7.8,0.0,-37.8089,144.8788,200000.0,1808.0,1,3,1960.0
3837,3.0,4.0,160.0,2.0,2017-03-04,12.1,286.0,-37.8958,145.0696,1100000.0,4442.0,4,4,1990.0
3838,2.0,3.0,172.0,2.0,2016-06-04,12.1,302.0,-37.9043,145.0622,1160000.0,4442.0,3,4,2000.0
3839,1.0,2.0,107.0,1.0,2016-06-04,12.1,274.0,-37.8968,145.075,820000.0,4442.0,3,2,1925.0
3840,1.0,2.0,89.0,1.0,2016-08-06,12.1,161.0,-37.8955,145.073,740000.0,4442.0,2,3,1980.0
3841,2.0,3.0,109.0,1.0,2016-05-07,12.1,277.0,-37.8936,145.0709,975000.0,4442.0,3,3,1975.0
3842,1.0,3.0,130.0,2.0,2016-05-07,12.1,595.0,-37.9027,145.0684,1060000.0,4442.0,3,2,1957.0
3843,1.0,2.0,94.0,2.0,2016-05-07,12.1,275.0,-37.8936,145.0725,680000.0,4442.0,2,3,1975.0
3844,1.0,3.0,163.0,2.0,2016-12-10,12.1,618.0,-37.8991,145.0686,1430000.0,4442.0,3,2,1960.0
3845,2.0,3.0,168.0,2.0,2016-11-12,12.1,834.0,-37.8959,145.0736,1370000.0,4442.0,3,2,1954.0
3846,2.0,2.0,72.0,2.0,2016-11-12,12.1,5289.0,-37.8882,145.0666,605000.0,4442.0,2,3,2013.0
3847,2.0,4.0,167.0,2.0,2016-10-15,12.1,660.0,-37.8932,145.0681,1610000.0,4442.0,4,2,1920.0
3848,1.0,1.0,37.0,1.0,2016-06-18,12.1,0.0,-37.8944,145.0733,256500.0,4442.0,1,3,1966.0
3849,2.0,5.0,223.0,2.0,2016-08-22,12.1,683.0,-37.9055,145.0691,1300000.0,4442.0,5,2,1960.0
3850,1.0,3.0,104.0,1.0,2016-08-22,12.1,181.0,-37.8966,145.0737,835000.0,4442.0,3,3,1975.0
3851,2.0,2.0,125.0,1.0,2016-09-24,12.1,293.0,-37.9033,145.0727,861500.0,4442.0,2,2,2004.0
3852,2.0,2.0,70.0,1.0,2016-09-24,12.1,5289.0,-37.8882,145.0666,500000.0,4442.0,2,3,2013.0
3853,2.0,4.0,178.0,2.0,2017-02-25,12.1,557.0,-37.906,145.074,1400000.0,4442.0,4,2,1955.0
3854,1.0,4.0,92.0,1.0,2016-07-26,12.1,102.0,-37.8894,145.0679,603000.0,4442.0,2,3,1960.0
3855,2.0,3.0,169.0,2.0,2016-06-27,12.1,506.0,-37.902,145.0705,1100000.0,4442.0,3,2,1950.0
3856,2.0,3.0,138.0,2.0,2016-11-27,12.1,553.0,-37.9031,145.0668,1090000.0,4442.0,3,2,1960.0
3857,2.0,4.0,267.0,2.0,2016-05-28,12.1,990.0,-37.8916,145.0753,1800000.0,4442.0,4,2,2003.0
3858,1.0,2.0,110.0,1.0,2016-07-30,12.1,186.0,-37.8947,145.0722,745500.0,4442.0,2,4,1980.0
3859,2.0,3.0,150.0,2.0,2016-12-03,11.8,650.0,-37.8986,145.0359,1401000.0,3578.0,3,2,1950.0
3860,1.0,4.0,235.0,2.0,2016-12-03,11.8,903.0,-37.9062,145.0263,2250000.0,3578.0,4,2,1985.0
3861,2.0,4.0,226.0,2.0,2016-12-03,11.8,705.0,-37.9035,145.028,1715000.0,3578.0,4,2,1922.0
3862,1.0,1.0,36.0,1.0,2016-02-04,11.8,0.0,-37.9028,145.0475,250000.0,3578.0,1,3,1960.0
3863,1.0,3.0,808.0,1.0,2016-06-04,11.8,805.0,-37.9066,145.0354,1920000.0,3578.0,4,2,1925.0
3864,2.0,4.0,162.0,1.0,2016-08-06,11.8,678.0,-37.9065,145.0461,1918000.0,3578.0,4,2,1920.0
3865,1.0,3.0,91.0,1.0,2016-08-06,11.8,265.0,-37.906,145.04,900000.0,3578.0,3,3,1990.0
3866,2.0,3.0,142.0,2.0,2016-09-10,11.8,667.0,-37.9088,145.0471,1770000.0,3578.0,3,2,1950.0
3867,2.0,3.0,188.0,2.0,2016-09-10,11.8,326.0,-37.903,145.0285,1250000.0,3578.0,3,4,2000.0
3868,2.0,3.0,93.0,3.0,2016-11-12,11.8,0.0,-37.9018,145.0477,822500.0,3578.0,3,3,1970.0
3869,1.0,2.0,90.0,1.0,2016-11-12,11.8,210.0,-37.9001,145.0428,810000.0,3578.0,2,2,1996.0
3870,1.0,3.0,156.0,1.0,2016-11-12,11.8,551.0,-37.9036,145.0521,1322000.0,3578.0,3,2,1940.0
3871,3.0,4.0,189.0,1.0,2016-10-15,11.8,718.0,-37.9061,145.0509,1845000.0,3578.0,4,2,1939.0
3872,1.0,3.0,140.0,2.0,2016-10-15,11.8,578.0,-37.9047,145.0274,1535000.0,3578.0,3,2,1935.0
3873,2.0,4.0,193.0,2.0,2016-10-15,11.8,691.0,-37.905,145.029,2005000.0,3578.0,4,2,1935.0
3874,2.0,3.0,92.0,1.0,2016-10-15,11.8,180.0,-37.9069,145.041,932000.0,3578.0,3,3,1997.0
3875,2.0,4.0,153.0,2.0,2016-04-16,11.8,862.0,-37.8993,145.0447,1500000.0,3578.0,4,2,1970.0
3876,2.0,4.0,158.0,2.0,2016-07-16,11.8,666.0,-37.9032,145.049,1390000.0,3578.0,4,2,1937.0
3877,1.0,3.0,124.0,1.0,2016-07-16,11.8,397.0,-37.9064,145.0291,940000.0,3578.0,3,2,1940.0
3878,1.0,1.0,36.0,1.0,2016-09-17,11.8,0.0,-37.9028,145.0426,296000.0,3578.0,1,3,1970.0
3879,1.0,2.0,52.0,1.0,2016-11-19,11.8,0.0,-37.8986,145.042,475000.0,3578.0,2,3,2011.0
3880,2.0,3.0,127.0,1.0,2016-05-22,11.8,238.0,-37.9062,145.027,820000.0,3578.0,3,3,1998.0
3881,2.0,3.0,137.0,1.0,2016-04-23,11.8,382.0,-37.9061,145.0478,940000.0,3578.0,3,3,1998.0
3882,2.0,3.0,163.0,2.0,2017-02-25,11.8,0.0,-37.9071,145.0439,1470000.0,3578.0,3,2,1980.0
3883,1.0,2.0,69.0,1.0,2017-02-25,11.8,0.0,-37.903,145.0452,430000.0,3578.0,2,3,1970.0
